Chrom	Start	End	Strand	Size	Method	Cell line	Tissue	Species	Genome	Organ	Reference	Pubmed
chr10	53599301	53599392	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53607849	53607929	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53612239	53612319	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53623463	53623543	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53630168	53630248	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53695088	53695271	.	183	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53733366	53733476	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53859035	53859115	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53871033	53871233	.	200	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53875798	53875918	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53886658	53886882	.	224	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53900036	53900116	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	53992589	53992700	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54048189	54048269	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54160342	54160466	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54178266	54178346	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54287017	54287097	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54533907	54534010	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54619537	54619646	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54692256	54692336	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54832045	54832129	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54917584	54917696	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	54925945	54926025	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55167371	55167474	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55237243	55237363	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55308486	55308569	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55404100	55404180	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55410740	55410837	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55412803	55412917	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55429765	55429845	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55476724	55476834	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55487968	55488068	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55510073	55510153	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55551229	55551309	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55572988	55573068	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55588143	55588223	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55591022	55591102	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55623917	55623997	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55658497	55658577	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55689609	55689689	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55719142	55719222	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55782734	55782814	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55822300	55822404	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55847902	55847993	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55856406	55856486	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55901531	55901611	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55939846	55939926	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55943188	55943308	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55954218	55954304	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	55963505	55963585	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56014279	56014359	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56121878	56121958	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56158550	56158630	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56182031	56182111	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56196631	56196711	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56351704	56351784	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56403060	56403182	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56449464	56449544	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56451467	56451547	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56502316	56502396	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56559509	56559589	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56645227	56645307	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56707448	56707528	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56825291	56825371	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56923555	56923635	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	56923738	56923820	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57099201	57099281	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57231233	57231313	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57231772	57231856	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57236680	57236760	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57268903	57268983	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57360291	57360382	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57375462	57375574	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57556984	57557142	.	158	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57608528	57608608	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57624863	57624943	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57760297	57760377	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57798704	57798804	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57907080	57907207	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57914855	57915000	.	145	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	57993035	57993115	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58020542	58020644	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58107112	58107197	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58110037	58110165	.	128	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58110230	58110401	.	171	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58110523	58110603	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58124767	58124893	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58180010	58180138	.	128	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58236674	58236787	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58297873	58297979	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58325799	58325982	.	183	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58527218	58527298	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58536600	58536680	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58550602	58550705	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58635892	58635972	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	58867659	58867739	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59036019	59036099	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59049036	59049116	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59081993	59082097	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59089155	59089235	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59128541	59128644	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59155827	59155907	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59174787	59174867	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59225690	59225777	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59253298	59253405	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59421661	59421741	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59438138	59438262	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59460466	59460559	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59519146	59519226	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59534151	59534231	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59577353	59577469	.	116	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59586378	59586458	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59708481	59708602	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59712633	59712713	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59719631	59719711	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59722249	59722353	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59723433	59723639	.	206	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59729594	59729674	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59759174	59759349	.	175	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59760403	59760494	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59854179	59854269	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59862345	59862425	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59881739	59881819	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59900250	59900376	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59927697	59927777	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59933292	59933403	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59979572	59979652	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59979712	59979792	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59980142	59980222	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	59989832	59989925	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60002726	60002831	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60004295	60004375	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60004511	60004659	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60015994	60016183	.	189	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60042547	60042647	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60047073	60047224	.	151	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60081820	60081900	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60108050	60108132	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60108199	60108285	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60116981	60117061	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60118300	60118428	.	128	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60125837	60125985	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60132988	60133097	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60138577	60138657	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60155232	60155324	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60160420	60160505	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60163660	60163809	.	149	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60167721	60167883	.	162	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60169841	60169921	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60252185	60252336	.	151	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60257891	60257971	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60299968	60300048	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60327531	60327611	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60577320	60577456	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60651218	60651298	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60673937	60674017	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60738201	60738281	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60781959	60782054	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60840201	60840281	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60858283	60858363	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60904781	60904861	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60951418	60951498	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	60955181	60955270	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61030877	61030957	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61063397	61063478	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61078629	61078769	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61111875	61111955	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61121619	61121721	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61134728	61134808	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61135198	61135316	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61145971	61146051	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61167092	61167172	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61215194	61215274	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61237851	61237931	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61254463	61254571	.	108	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61320861	61320941	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61357058	61357189	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61408757	61408853	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61414683	61414763	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61418353	61418433	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61430309	61430389	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61438879	61438996	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61439562	61439728	.	166	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61442946	61443060	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61443279	61443368	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61447965	61448084	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61448893	61448990	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61452811	61452891	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61457171	61457297	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61459074	61459240	.	166	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	61483398	61483478	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62484717	62484884	.	167	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62485057	62485152	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62497065	62497316	.	251	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62498764	62498877	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62527882	62527968	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62545486	62545836	.	350	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62545894	62546072	.	178	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62546646	62546788	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62554808	62554888	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62555305	62555476	.	171	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62556684	62556793	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62556913	62557439	.	526	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62557531	62557741	.	210	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62557791	62557955	.	164	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62558362	62558442	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62559930	62560010	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62560222	62560302	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62560530	62560617	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62560689	62560983	.	294	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62561424	62561675	.	251	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62563004	62563089	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62582832	62582951	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62583156	62583353	.	197	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62592421	62592572	.	151	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62593419	62593559	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62594284	62594413	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62609300	62609380	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62614676	62614803	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62621254	62621393	.	139	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62628648	62628728	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62645994	62646074	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62648677	62648784	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62677317	62677397	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62682348	62682428	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62690784	62690864	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62692585	62692727	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62713892	62714033	.	141	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62734030	62734144	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62741447	62741610	.	163	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62741871	62741951	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62745745	62745922	.	177	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62745965	62746058	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62752579	62752720	.	141	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62757682	62757762	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62760264	62760419	.	155	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62764567	62764647	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62777651	62777731	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62799826	62799906	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62806336	62806443	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62826981	62827061	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62839799	62839879	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62841704	62841828	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62855320	62855400	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62855763	62855843	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62857558	62857638	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62861085	62861237	.	152	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62884294	62884374	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62890371	62890463	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62921331	62921412	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	62966770	62966850	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63006957	63007037	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63021474	63021554	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63080714	63080794	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63085109	63085255	.	146	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63122613	63122693	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63126632	63126788	.	156	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63149694	63149932	.	238	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63167668	63167748	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63175531	63175611	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63189536	63189628	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63194090	63194217	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63199153	63199282	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63201649	63201773	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63215566	63215646	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63216347	63216427	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63246203	63246318	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63252215	63252446	.	231	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63265137	63265217	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63270759	63270849	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63289918	63289998	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63298478	63298596	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63300749	63300838	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63301829	63302093	.	264	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63304224	63304330	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63318860	63318940	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63319320	63319417	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63331226	63331327	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63341491	63341571	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63342259	63342339	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63351558	63351638	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63355894	63356069	.	175	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63378443	63378523	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr10	63383294	63383374	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
